0.25,0,0.01,101355.0654
0.24820015,0,0.01,101352.325
0.244972375,0,0.01,101347.1216
0.2408796,0,0.01,101340.2211
0.236136725,0,0.01,101331.6861
0.23087495,0,0.01,101321.1864
0.225187375,0,0.01,101307.7556
0.21914575,0,0.01,101289.5221
0.2128082,0,0.01,101263.9081
0.2062236,0,0.01,101232.9415
0.19943405,0,0.01,101225.2856
0.192476575,0,0.01,101224.1851
0.185384325,0,0.01,101223.0696
0.178187175,0,0.01,101221.8449
0.1709125,0,0.01,101220.4167
0.163585475,0,0.01,101218.6752
0.15622955,0,0.01,101216.4846
0.148866525,0,0.01,101213.6836
0.141516925,0,0.01,101210.1036
0.134200125,0,0.01,101205.6196
0.12693445,0,0.01,101200.2722
0.119737275,0,0.01,101194.0003
0.112625275,0,0.01,101186.8324
0.105614275,0,0.01,101178.9672
0.09871955,0,0.01,101170.3915
0.091955725,0,0.01,101162.4682
0.0853369,0,0.01,101156.2375
0.078876625,0,0.01,101151.6839
0.0725881,0,0.01,101148.7922
0.066484025,0,0.01,101147.4876
0.0605767,0,0.01,101147.7112
0.054878125,0,0.01,101149.4192
0.04939995,0,0.01,101152.5822
0.04415345,0,0.01,101157.1838
0.0391497,0,0.01,101163.2205
0.034399425,0,0.01,101170.7055
0.029913125,0,0.01,101179.6753
0.025701075,0,0.01,101190.2006
0.021773273,0,0.01,101202.4036
0.01813954,0,0.01,101216.4837
0.01480948,0,0.01,101232.7562
0.011792503,0,0.01,101251.7106
0.00909783,0,0.01,101274.1075
0.00673452,0,0.01,101300.9591
0.004711453,0,0.01,101334.3911
0.003037355,0,0.01,101375.396
0.0017208,0,0.01,101428.3346
0.000770217,0,0.01,101489.7925
0.000193898,0,0.01,101549.6292
0,0,0,101567.0594
